City,Year,Month,Predicted Precipitation (mm)
Євпаторія,2025,1,20.948900000000002
Євпаторія,2025,2,21.097600000000003
Євпаторія,2025,3,11.591000000000042
Євпаторія,2025,4,34.81139999999999
Євпаторія,2025,5,81.24780000000024
Євпаторія,2025,6,161.85517000000027
Євпаторія,2025,7,125.84026999999992
Євпаторія,2025,8,36.624299999999984
Євпаторія,2025,9,32.365199999999724
Євпаторія,2025,10,21.73170000000001
Євпаторія,2025,11,22.024300000000014
Євпаторія,2025,12,21.829500000000014
Івано-Франківськ,2025,1,96.07120000000033
Івано-Франківськ,2025,2,95.84910000000033
Івано-Франківськ,2025,3,28.896600000000028
Івано-Франківськ,2025,4,106.80490000000046
Івано-Франківськ,2025,5,110.3488600000003
Івано-Франківськ,2025,6,160.94177999999977
Івано-Франківськ,2025,7,134.86242000000001
Івано-Франківськ,2025,8,106.53830000000042
Івано-Франківськ,2025,9,90.04680000000019
Івано-Франківськ,2025,10,95.12360000000031
Івано-Франківськ,2025,11,96.40580000000034
Івано-Франківськ,2025,12,96.07520000000032
Ізмаїл,2025,1,65.93939999999974
Ізмаїл,2025,2,65.95109999999973 

Ізмаїл,2025,3,50.899499999999925
Ізмаїл,2025,4,83.20230000000015
Ізмаїл,2025,5,79.79585999999986
Ізмаїл,2025,6,142.09877999999958
Ізмаїл,2025,7,111.42231999999962
Ізмаїл,2025,8,82.76120000000022
Ізмаїл,2025,9,58.42650000000035
Ізмаїл,2025,10,63.797599999999754
Ізмаїл,2025,11,66.26549999999975
Ізмаїл,2025,12,66.23799999999976
Ізюм,2025,1,91.84030000000031
Ізюм,2025,2,91.68390000000028
Ізюм,2025,3,25.076700000000084
Ізюм,2025,4,102.27540000000047
Ізюм,2025,5,113.56020000000017
Ізюм,2025,6,163.70358
Ізюм,2025,7,137.79631999999998
Ізюм,2025,8,101.98620000000045
Ізюм,2025,9,86.51360000000017
Ізюм,2025,10,90.91000000000031
Ізюм,2025,11,92.11670000000031
Ізюм,2025,12,91.78710000000031
Ай-Петрі,2025,1,100.52380000000036
Ай-Петрі,2025,2,100.4879000000004
Ай-Петрі,2025,3,28.969300000000135
Ай-Петрі,2025,4,105.49770000000059
Ай-Петрі,2025,5,58.610799999999934
Ай-Петрі,2025,6,114.99756999999958
Ай-Петрі,2025,7,86.02546999999984
Ай-Петрі,2025,8,105.24050000000058
Ай-Петрі,2025,9,92.00930000000021
Ай-Петрі,2025,10,99.73540000000035
Ай-Петрі,2025,11,100.52180000000037
Ай-Петрі,2025,12,100.52180000000037
Алушта,2025,1,13.223899999999917
Алушта,2025,2,13.351499999999918
Алушта,2025,3,21.79509999999997
Алушта,2025,4,32.18819999999989
Алушта,2025,5,98.04833999999978
Алушта,2025,6,92.85103000000055
Алушта,2025,7,93.83412000000064
Алушта,2025,8,35.266699999999894
Алушта,2025,9,48.707600000000006
Алушта,2025,10,14.45629999999988
Алушта,2025,11,14.45479999999989
Алушта,2025,12,14.288199999999895
Асканія Нова,2025,1,64.51019999999966
Асканія Нова,2025,2,64.46519999999967
Асканія Нова,2025,3,35.06119999999991
Асканія Нова,2025,4,81.73530000000005
Асканія Нова,2025,5,65.21833999999988
Асканія Нова,2025,6,132.3893299999994
Асканія Нова,2025,7,98.08430999999972
Асканія Нова,2025,8,81.17460000000008
Асканія Нова,2025,9,62.520000000000266
Асканія Нова,2025,10,62.13389999999969
Асканія Нова,2025,11,64.62469999999963
Асканія Нова,2025,12,64.58049999999963
Баришівка,2025,1,0.0
Баришівка,2025,2,0.010199999999999999
Баришівка,2025,3,0.0
Баришівка,2025,4,0.056100000000000066
Баришівка,2025,5,89.69362000000059
Баришівка,2025,6,127.01064000000032
Баришівка,2025,7,107.86492000000047
Баришівка,2025,8,8.925100000000015
Баришівка,2025,9,26.04699999999994
Баришівка,2025,10,8.217300000000009
Баришівка,2025,11,0.0
Баришівка,2025,12,0.0
Бахмут,2025,1,92.29250000000027
Бахмут,2025,2,92.15030000000026
Бахмут,2025,3,21.893499999999932
Бахмут,2025,4,99.26640000000047
Бахмут,2025,5,113.55454000000015
Бахмут,2025,6,163.73602000000002
Бахмут,2025,7,137.94695999999996
Бахмут,2025,8,98.84850000000044
Бахмут,2025,9,81.06900000000002
Бахмут,2025,10,91.30640000000025
Бахмут,2025,11,92.53400000000026
Бахмут,2025,12,92.20440000000028
Баштанка,2025,1,7.2559666666666764
Баштанка,2025,2,7.277666666666677
Баштанка,2025,3,0.41990000000000005
Баштанка,2025,4,6.987883333333345
Баштанка,2025,5,79.91526000000047
Баштанка,2025,6,119.82742000000032
Баштанка,2025,7,99.72576000000042
Баштанка,2025,8,15.101683333333305
Баштанка,2025,9,51.08299999999979
Баштанка,2025,10,14.671966666666641
Баштанка,2025,11,7.256066666666676
Баштанка,2025,12,7.228766666666677
Берегове,2025,1,98.30680000000052
Берегове,2025,2,97.85960000000048
Берегове,2025,3,1.1159166666666664
Берегове,2025,4,106.41280000000069
Берегове,2025,5,110.11422000000006
Берегове,2025,6,152.98459
Берегове,2025,7,130.04835999999997
Берегове,2025,8,106.08020000000069
Берегове,2025,9,45.881699999999924
Берегове,2025,10,96.68120000000049
Берегове,2025,11,98.51740000000055
Берегове,2025,12,98.47990000000054
Бережани,2025,1,96.7117000000003
Бережани,2025,2,96.33480000000027
Бережани,2025,3,27.926999999999843
Бережани,2025,4,102.74230000000041
Бережани,2025,5,92.79648000000016
Бережани,2025,6,133.32911999999985
Бережани,2025,7,112.14746000000004
Бережани,2025,8,102.5928000000004
Бережани,2025,9,87.55860000000025
Бережани,2025,10,95.82360000000028
Бережани,2025,11,97.02520000000031
Бережани,2025,12,96.7167000000003
Бехтери,2025,1,13.9679
Бехтери,2025,2,14.016899999999998
Бехтери,2025,3,15.067100000000002
Бехтери,2025,4,15.82910000000001
Бехтери,2025,5,103.82149999999992
Бехтери,2025,6,150.95111999999975
Бехтери,2025,7,125.64518999999972
Бехтери,2025,8,26.299399999999913
Бехтери,2025,9,50.241399999999786
Бехтери,2025,10,23.055199999999886
Бехтери,2025,11,15.970399999999994
Бехтери,2025,12,15.755199999999991
Бобринець,2025,1,90.78390000000041
Бобринець,2025,2,90.44900000000041
Бобринець,2025,3,35.022299999999916
Бобринець,2025,4,101.94310000000041
Бобринець,2025,5,84.27666000000015
Бобринець,2025,6,128.7773199999997
Бобринець,2025,7,105.29539999999994
Бобринець,2025,8,101.29390000000042
Бобринець,2025,9,67.49099999999993
Бобринець,2025,10,88.59130000000037
Бобринець,2025,11,90.81300000000044
Бобринець,2025,12,90.6655000000004
Богодухів,2025,1,94.75710000000028
Богодухів,2025,2,94.6889000000003
Богодухів,2025,3,26.64940000000003
Богодухів,2025,4,103.64030000000058
Богодухів,2025,5,66.23003999999997
Богодухів,2025,6,117.08686999999964
Богодухів,2025,7,90.52740999999982
Богодухів,2025,8,103.72070000000055
Богодухів,2025,9,77.86620000000005
Богодухів,2025,10,94.44870000000031
Богодухів,2025,11,95.0688000000003
Богодухів,2025,12,94.7490000000003
Болград,2025,1,0.0205
Болград,2025,2,0.0645
Болград,2025,3,0.4051999999999999
Болград,2025,4,0.1466999999999995
Болград,2025,5,78.05322000000035
Болград,2025,6,120.93544000000018
Болград,2025,7,98.70922000000036
Болград,2025,8,9.371200000000036
Болград,2025,9,27.850999999999953
Болград,2025,10,8.449500000000006
Болград,2025,11,0.0205
Болград,2025,12,0.0205
Бориспіль,2025,1,4.235366666666664
Бориспіль,2025,2,4.257766666666664
Бориспіль,2025,3,0.0
Бориспіль,2025,4,3.923099999999996
Бориспіль,2025,5,73.74048000000046
Бориспіль,2025,6,117.82864000000028
Бориспіль,2025,7,95.2843400000004
Бориспіль,2025,8,12.345499999999996
Бориспіль,2025,9,47.71216666666668
Бориспіль,2025,10,11.921766666666665
Бориспіль,2025,11,4.2389666666666646
Бориспіль,2025,12,4.211666666666665
Ботієве,2025,1,14.853200000000012
Ботієве,2025,2,14.90220000000001
Ботієве,2025,3,15.971100000000014
Ботієве,2025,4,16.603666666666697
Ботієве,2025,5,106.79350000000001
Ботієве,2025,6,150.81899999999987
Ботієве,2025,7,126.31179999999988
Ботієве,2025,8,27.321099999999944
Ботієве,2025,9,50.23489999999978
Ботієве,2025,10,24.142599999999934
Ботієве,2025,11,17.08990000000001
Ботієве,2025,12,16.846500000000013
Броди,2025,1,87.35650000000015
Броди,2025,2,87.18750000000014
Броди,2025,3,29.23839999999991
Броди,2025,4,94.1721000000003
Броди,2025,5,94.03786000000021
Броди,2025,6,134.28797999999998
Броди,2025,7,113.30862000000013
Броди,2025,8,94.29750000000027
Броди,2025,9,95.79430000000004
Броди,2025,10,86.88330000000018
Броди,2025,11,87.69480000000016
Броди,2025,12,87.35320000000016
Біла Церква,2025,1,95.32410000000026
Біла Церква,2025,2,95.26020000000024
Біла Церква,2025,3,41.83730000000003
Біла Церква,2025,4,103.14280000000025
Біла Церква,2025,5,68.23771999999997
Біла Церква,2025,6,119.0383499999997
Біла Церква,2025,7,92.47278999999989
Біла Церква,2025,8,102.95400000000022
Біла Церква,2025,9,91.46340000000028
Біла Церква,2025,10,94.63600000000027
Біла Церква,2025,11,95.63260000000027
Біла Церква,2025,12,95.31660000000024
Білгород-Дністровський,2025,1,0.1032
Білгород-Дністровський,2025,2,0.1306
Білгород-Дністровський,2025,3,3.5569999999999986
Білгород-Дністровський,2025,4,0.19259999999999933
Білгород-Дністровський,2025,5,66.42058000000019
Білгород-Дністровський,2025,6,110.73196999999996
Білгород-Дністровський,2025,7,87.63015000000007
Білгород-Дністровський,2025,8,9.261700000000037
Білгород-Дністровський,2025,9,24.684199999999954
Білгород-Дністровський,2025,10,8.339900000000005
Білгород-Дністровський,2025,11,0.04909999999999999
Білгород-Дністровський,2025,12,0.04909999999999999
Біловодськ,2025,1,13.985666666666678
Біловодськ,2025,2,14.034666666666675
Біловодськ,2025,3,14.152466666666687
Біловодськ,2025,4,14.576466666666688
Біловодськ,2025,5,65.56299999999997
Біловодськ,2025,6,102.17724999999984
Біловодськ,2025,7,88.47961999999994
Біловодськ,2025,8,24.259866666666554
Біловодськ,2025,9,27.277199999999937
Біловодськ,2025,10,22.651466666666508
Біловодськ,2025,11,15.775566666666672
Біловодськ,2025,12,15.52746666666667
Білопілля,2025,1,95.24420000000033
Білопілля,2025,2,94.95050000000032
Білопілля,2025,3,17.217099999999792
Білопілля,2025,4,100.78940000000047
Білопілля,2025,5,91.35666000000015
Білопілля,2025,6,131.93907999999982
Білопілля,2025,7,110.33712000000003
Білопілля,2025,8,100.62410000000048
Білопілля,2025,9,94.08650000000023
Білопілля,2025,10,94.57480000000034
Білопілля,2025,11,95.60290000000036
Білопілля,2025,12,95.29170000000033
Велика Олександрівка,2025,1,89.67910000000028
Велика Олександрівка,2025,2,89.40240000000026
Велика Олександрівка,2025,3,43.73439999999997
Велика Олександрівка,2025,4,101.07320000000045
Велика Олександрівка,2025,5,102.55038000000032
Велика Олександрівка,2025,6,154.81195999999989
Велика Олександрівка,2025,7,128.29616000000016
Велика Олександрівка,2025,8,100.04910000000044
Велика Олександрівка,2025,9,68.47939999999983
Велика Олександрівка,2025,10,86.8361000000002
Велика Олександрівка,2025,11,89.50250000000028
Велика Олександрівка,2025,12,89.43780000000027
Великий Березний,2025,1,7.107483333333336
Великий Березний,2025,2,7.129183333333337
Великий Березний,2025,3,0.014899999999999998
Великий Березний,2025,4,6.854633333333339
Великий Березний,2025,5,84.21368000000041
Великий Березний,2025,6,124.35936000000025
Великий Березний,2025,7,104.20002000000038
Великий Березний,2025,8,15.031266666666646
Великий Березний,2025,9,50.21289999999978
Великий Березний,2025,10,14.632416666666654
Великий Березний,2025,11,7.098883333333337
Великий Березний,2025,12,7.071583333333336
Великий Бурлук,2025,1,90.17350000000029
Великий Бурлук,2025,2,90.13940000000028
Великий Бурлук,2025,3,24.37850000000004
Великий Бурлук,2025,4,99.39710000000032
Великий Бурлук,2025,5,69.55463999999995
Великий Бурлук,2025,6,118.36126999999966
Великий Бурлук,2025,7,92.99130999999986
Великий Бурлук,2025,8,99.4003000000003
Великий Бурлук,2025,9,90.04680000000025
Великий Бурлук,2025,10,89.65730000000028
Великий Бурлук,2025,11,90.4298000000003
Великий Бурлук,2025,12,90.12580000000028
Веселий Поділ,2025,1,90.26390000000032
Веселий Поділ,2025,2,89.89240000000028
Веселий Поділ,2025,3,40.56800000000014
Веселий Поділ,2025,4,101.59710000000037
Веселий Поділ,2025,5,88.41958000000025
Веселий Поділ,2025,6,131.3378599999998
Веселий Поділ,2025,7,108.85000000000004
Веселий Поділ,2025,8,100.99920000000036
Веселий Поділ,2025,9,80.96970000000007
Веселий Поділ,2025,10,88.15230000000031
Веселий Поділ,2025,11,90.30110000000033
Веселий Поділ,2025,12,90.11670000000031
Вилкове,2025,1,0.0741
Вилкове,2025,2,0.0741
Вилкове,2025,3,1.9575999999999998
Вилкове,2025,4,0.1532999999999996
Вилкове,2025,5,71.08782000000025
Вилкове,2025,6,115.56941000000006
Вилкове,2025,7,92.40839000000024
Вилкове,2025,8,9.253400000000028
Вилкове,2025,9,27.68029999999995
Вилкове,2025,10,8.348700000000008
Вилкове,2025,11,0.0741
Вилкове,2025,12,0.0741
Вознесенськ,2025,1,72.36929999999995
Вознесенськ,2025,2,72.24819999999994
Вознесенськ,2025,3,38.99609999999993
Вознесенськ,2025,4,89.47000000000028
Вознесенськ,2025,5,87.14428000000002
Вознесенськ,2025,6,145.9253799999996
Вознесенськ,2025,7,116.11295999999969
Вознесенськ,2025,8,88.39290000000034
Вознесенськ,2025,9,64.74169999999975
Вознесенськ,2025,10,69.5001999999999
Вознесенськ,2025,11,72.31119999999997
Вознесенськ,2025,12,72.26599999999998
Волноваха,2025,1,13.304299999999998
Волноваха,2025,2,13.353299999999996
Волноваха,2025,3,13.853600000000002
Волноваха,2025,4,14.400100000000002
Волноваха,2025,5,34.60308000000008
Волноваха,2025,6,50.63146
Волноваха,2025,7,52.79800999999993
Волноваха,2025,8,24.088899999999917
Волноваха,2025,9,52.630999999999766
Волноваха,2025,10,21.750899999999884
Волноваха,2025,11,15.06299999999999
Волноваха,2025,12,14.858199999999991
Володимир,2025,1,96.92370000000034
Володимир,2025,2,96.64110000000032
Володимир,2025,3,25.998000000000083
Володимир,2025,4,108.55500000000042
Володимир,2025,5,92.59044000000016
Володимир,2025,6,133.05741999999995
Володимир,2025,7,112.00556000000009
Володимир,2025,8,108.2332000000004
Володимир,2025,9,100.08019999999989
Володимир,2025,10,96.05960000000034
Володимир,2025,11,97.24850000000035
Володимир,2025,12,96.96470000000032
Вінниця,2025,1,97.84160000000031
Вінниця,2025,2,97.82710000000033
Вінниця,2025,3,27.60820000000018
Вінниця,2025,4,109.4423000000004
Вінниця,2025,5,66.06969999999988
Вінниця,2025,6,116.2381899999996
Вінниця,2025,7,90.3745699999998
Вінниця,2025,8,108.98130000000035
Вінниця,2025,9,83.8871000000002
Вінниця,2025,10,96.9750000000003
Вінниця,2025,11,98.12540000000033
Вінниця,2025,12,97.8470000000003
Гадяч,2025,1,97.85530000000034
Гадяч,2025,2,97.57540000000033
Гадяч,2025,3,31.250399999999907
Гадяч,2025,4,106.02640000000034
Гадяч,2025,5,89.65924000000024
Гадяч,2025,6,131.0404599999999
Гадяч,2025,7,109.45310000000008
Гадяч,2025,8,105.58810000000031
Гадяч,2025,9,84.66150000000003
Гадяч,2025,10,96.91400000000031
Гадяч,2025,11,98.17630000000034
Гадяч,2025,12,97.89250000000034
Гайворон,2025,1,93.97690000000041
Гайворон,2025,2,93.54430000000039
Гайворон,2025,3,42.08419999999989
Гайворон,2025,4,105.0822000000005
Гайворон,2025,5,102.94788000000015
Гайворон,2025,6,155.5314399999999
Гайворон,2025,7,128.51493999999994
Гайворон,2025,8,104.24780000000048
Гайворон,2025,9,72.22599999999976
Гайворон,2025,10,91.56530000000039
Гайворон,2025,11,94.01370000000041
Гайворон,2025,12,93.87070000000043
Гайсин,2025,1,95.73270000000034
Гайсин,2025,2,95.43300000000032
Гайсин,2025,3,35.20999999999992
Гайсин,2025,4,101.54240000000041
Гайсин,2025,5,92.41932000000023
Гайсин,2025,6,132.93279999999996
Гайсин,2025,7,111.4728400000001
Гайсин,2025,8,101.20380000000038
Гайсин,2025,9,83.71400000000003
Гайсин,2025,10,94.76040000000033
Гайсин,2025,11,96.04890000000034
Гайсин,2025,12,95.72750000000033
Генічеськ,2025,1,70.85639999999984
Генічеськ,2025,2,70.95399999999984
Генічеськ,2025,3,47.77119999999995
Генічеськ,2025,4,86.63140000000011
Генічеськ,2025,5,51.2425999999999
Генічеськ,2025,6,112.17836999999963
Генічеськ,2025,7,81.5241699999998
Генічеськ,2025,8,87.49010000000023
Генічеськ,2025,9,57.65650000000032
Генічеськ,2025,10,69.98179999999982
Генічеськ,2025,11,71.87029999999986
Генічеськ,2025,12,71.78049999999983
Глухів,2025,1,0.2949999999999999
Глухів,2025,2,0.4897999999999998
Глухів,2025,3,0.016
Глухів,2025,4,0.5280000000000022
Глухів,2025,5,92.43466000000056
Глухів,2025,6,128.1944400000003
Глухів,2025,7,109.70772000000045
Глухів,2025,8,9.427100000000037
Глухів,2025,9,49.901966666666674
Глухів,2025,10,8.647500000000004
Глухів,2025,11,0.27999999999999986
Глухів,2025,12,0.27999999999999986
Губиниха,2025,1,96.11650000000034
Губиниха,2025,2,95.88580000000034
Губиниха,2025,3,24.829800000000013
Губиниха,2025,4,103.60380000000045
Губиниха,2025,5,82.26334000000016
Губиниха,2025,6,129.0466599999998
Губиниха,2025,7,103.63460000000005
Губиниха,2025,8,103.2414000000004
Губиниха,2025,9,67.93240000000002
Губиниха,2025,10,95.14240000000036
Губиниха,2025,11,96.39450000000036
Губиниха,2025,12,96.07380000000033
Гуляй Поле,2025,1,20.46659999999989
Гуляй Поле,2025,2,20.58329999999989
Гуляй Поле,2025,3,22.10969999999991
Гуляй Поле,2025,4,28.986699999999903
Гуляй Поле,2025,5,36.17253000000011
Гуляй Поле,2025,6,60.35114999999998
Гуляй Поле,2025,7,60.630549999999886
Гуляй Поле,2025,8,32.72409999999983
Гуляй Поле,2025,9,69.3839000000002
Гуляй Поле,2025,10,23.85429999999981
Гуляй Поле,2025,11,22.459199999999836
Гуляй Поле,2025,12,22.067099999999858
Гурзуф,2025,1,13.900999999999911
Гурзуф,2025,2,14.046499999999908
Гурзуф,2025,3,9.600200000000012
Гурзуф,2025,4,33.37489999999992
Гурзуф,2025,5,107.52300999999957
Гурзуф,2025,6,98.56583000000033
Гурзуф,2025,7,98.09982000000039
Гурзуф,2025,8,36.78269999999995
Гурзуф,2025,9,44.171500000000165
Гурзуф,2025,10,15.505399999999874
Гурзуф,2025,11,15.334799999999888
Гурзуф,2025,12,15.108999999999893
Дебальцеве,2025,1,83.89670000000011
Дебальцеве,2025,2,82.89660000000015
Дебальцеве,2025,3,0.0174
Дебальцеве,2025,4,84.73570000000026
Дебальцеве,2025,5,82.18778000000036
Дебальцеве,2025,6,125.62924000000011
Дебальцеве,2025,7,102.36978000000029
Дебальцеве,2025,8,85.55470000000028
Дебальцеве,2025,9,90.4205999999999
Дебальцеве,2025,10,83.11790000000015
Дебальцеве,2025,11,83.89670000000011
Дебальцеве,2025,12,83.89670000000011
Дніпро,2025,1,83.90050000000014
Дніпро,2025,2,83.85070000000013
Дніпро,2025,3,40.48619999999983
Дніпро,2025,4,101.44790000000063
Дніпро,2025,5,60.02319999999987
Дніпро,2025,6,128.45228999999935
Дніпро,2025,7,93.94926999999969
Дніпро,2025,8,99.94000000000061
Дніпро,2025,9,46.69650000000005
Дніпро,2025,10,81.10500000000012
Дніпро,2025,11,83.68020000000016
Дніпро,2025,12,83.63930000000015
Долина,2025,1,7.7844000000000015
Долина,2025,2,7.806100000000002
Долина,2025,3,0.0208
Долина,2025,4,7.509183333333337
Долина,2025,5,70.07134000000043
Долина,2025,6,115.65394000000019
Долина,2025,7,92.20394000000036
Долина,2025,8,15.92318333333332
Долина,2025,9,39.7200999999999
Долина,2025,10,15.270899999999989
Долина,2025,11,7.790000000000002
Долина,2025,12,7.7627000000000015
Долинська,2025,1,0.0
Долинська,2025,2,0.0
Долинська,2025,3,0.0
Долинська,2025,4,0.03090000000000003
Долинська,2025,5,70.92832000000026
Долинська,2025,6,115.33111000000005
Долинська,2025,7,92.30129000000022
Долинська,2025,8,9.12530000000001
Долинська,2025,9,27.66039999999995
Долинська,2025,10,8.274600000000008
Долинська,2025,11,0.0
Долинська,2025,12,0.0
Донецьк,2025,1,90.84900000000032
Донецьк,2025,2,90.75370000000034
Донецьк,2025,3,29.933999999999994
Донецьк,2025,4,107.14240000000062
Донецьк,2025,5,62.35485999999985
Донецьк,2025,6,132.40434999999934
Донецьк,2025,7,96.84572999999966
Донецьк,2025,8,106.12020000000061
Донецьк,2025,9,66.98669999999997
Донецьк,2025,10,88.18970000000029
Донецьк,2025,11,90.77820000000034
Донецьк,2025,12,90.73130000000035
Дрогобич,2025,1,94.36400000000039
Дрогобич,2025,2,94.14960000000039
Дрогобич,2025,3,30.11039999999992
Дрогобич,2025,4,99.94100000000044
Дрогобич,2025,5,107.1119400000003
Дрогобич,2025,6,158.03331999999983
Дрогобич,2025,7,131.89176000000006
Дрогобич,2025,8,99.6507000000004
Дрогобич,2025,9,96.80160000000024
Дрогобич,2025,10,93.51190000000038
Дрогобич,2025,11,94.72010000000039
Дрогобич,2025,12,94.40640000000037
Дружба,2025,1,86.40170000000018
Дружба,2025,2,86.07630000000013
Дружба,2025,3,25.39060000000003
Дружба,2025,4,87.35430000000018
Дружба,2025,5,97.80962000000042
Дружба,2025,6,136.48524
Дружба,2025,7,116.47068000000024
Дружба,2025,8,87.81860000000023
Дружба,2025,9,93.35029999999992
Дружба,2025,10,86.11250000000014
Дружба,2025,11,86.40170000000018
Дружба,2025,12,86.40170000000018
Дубно,2025,1,0.0
Дубно,2025,2,0.0
Дубно,2025,3,0.0087
Дубно,2025,4,0.04650000000000006
Дубно,2025,5,91.4350200000006
Дубно,2025,6,128.01294000000036
Дубно,2025,7,109.23672000000052
Дубно,2025,8,8.873100000000015
Дубно,2025,9,25.77439999999994
Дубно,2025,10,8.210400000000007
Дубно,2025,11,0.0
Дубно,2025,12,0.0
Жашків,2025,1,97.54250000000039
Жашків,2025,2,97.14150000000036
Жашків,2025,3,50.329700000000216
Жашків,2025,4,108.15460000000056
Жашків,2025,5,84.01467000000022
Жашків,2025,6,131.89348999999987
Жашків,2025,7,107.65642000000008
Жашків,2025,8,107.58110000000053
Жашків,2025,9,72.92729999999972
Жашків,2025,10,95.62050000000036
Жашків,2025,11,97.5894000000004
Жашків,2025,12,97.52700000000041
Житомир,2025,1,97.63800000000042
Житомир,2025,2,97.2832000000004
Житомир,2025,3,35.73419999999997
Житомир,2025,4,112.11770000000048
Житомир,2025,5,89.47840000000018
Житомир,2025,6,130.89345999999983
Житомир,2025,7,109.62068000000004
Житомир,2025,8,111.32770000000046
Житомир,2025,9,87.83420000000032
Житомир,2025,10,95.3940000000004
Житомир,2025,11,97.69250000000045
Житомир,2025,12,97.58050000000044
Жмеринка,2025,1,99.71980000000045
Жмеринка,2025,2,99.62870000000045
Жмеринка,2025,3,37.50119999999993
Жмеринка,2025,4,105.86080000000074
Жмеринка,2025,5,87.75564000000043
Жмеринка,2025,6,131.39363999999998
Жмеринка,2025,7,108.6521400000002
Жмеринка,2025,8,106.1660000000007
Жмеринка,2025,9,79.37029999999992
Жмеринка,2025,10,99.43810000000045
Жмеринка,2025,11,100.02810000000046
Жмеринка,2025,12,99.73560000000045
Запоріжжя,2025,1,88.79370000000026
Запоріжжя,2025,2,88.62340000000027
Запоріжжя,2025,3,25.306500000000064
Запоріжжя,2025,4,105.55980000000042
Запоріжжя,2025,5,80.69118000000005
Запоріжжя,2025,6,141.55412999999973
Запоріжжя,2025,7,110.72700999999998
Запоріжжя,2025,8,104.62770000000042
Запоріжжя,2025,9,61.83390000000028
Запоріжжя,2025,10,86.2348000000002
Запоріжжя,2025,11,88.71990000000025
Запоріжжя,2025,12,88.61450000000026
Затишшя,2025,1,0.29760000000000014
Затишшя,2025,2,0.5106000000000002
Затишшя,2025,3,5.506
Затишшя,2025,4,0.526600000000001
Затишшя,2025,5,68.34058000000019
Затишшя,2025,6,112.69987
Затишшя,2025,7,89.85695000000015
Затишшя,2025,8,9.42410000000001
Затишшя,2025,9,27.561299999999942
Затишшя,2025,10,8.592000000000008
Затишшя,2025,11,0.2712000000000001
Затишшя,2025,12,0.2712000000000001
Звенигородка,2025,1,94.25070000000044
Звенигородка,2025,2,94.04620000000044
Звенигородка,2025,3,40.11590000000008
Звенигородка,2025,4,105.2018000000005
Звенигородка,2025,5,80.61304000000015
Звенигородка,2025,6,126.3725999999999
Звенигородка,2025,7,102.20920000000005
Звенигородка,2025,8,104.5716000000005
Звенигородка,2025,9,71.12329999999982
Звенигородка,2025,10,92.29230000000044
Звенигородка,2025,11,94.30590000000046
Звенигородка,2025,12,94.18210000000045
Звягель,2025,1,100.3464000000004
Звягель,2025,2,99.71640000000038
Звягель,2025,3,28.050399999999946
